film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update,query_response_time_ms
510,LAWLESS VISION,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,2006,1,,6,4.99,181,29.99,G,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,120.30126622343958
511,LAWRENCE LOVE,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,2006,1,,7,0.99,175,23.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,148.9497716998129
512,LEAGUE HELLFIGHTERS,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,2006,1,,5,4.99,110,25.99,PG-13,Trailers,2021-03-06 15:52:04,125.66997409113466
513,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,2006,1,,6,2.99,153,21.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:04,116.5786064951402
514,LEBOWSKI SOLDIERS,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,2006,1,,6,2.99,69,17.99,PG-13,"Commentaries,Deleted Scenes",2021-03-06 15:52:04,157.75983443566165
515,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,2006,1,,7,4.99,113,14.99,PG,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:04,156.3821932757298
516,LEGEND JEDI,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,2006,1,,7,0.99,59,18.99,PG,"Commentaries,Deleted Scenes",2021-03-06 15:52:04,173.48621204845716
517,LESSON CLEOPATRA,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,2006,1,,3,0.99,167,28.99,NC-17,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,137.06623291274704
518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,,5,4.99,140,15.99,PG,"Commentaries,Behind the Scenes",2021-03-06 15:52:04,162.24158540510268
519,LIBERTY MAGNIFICENT,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,2006,1,,3,2.99,138,27.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,166.5239271682099
520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,1,,7,2.99,91,28.99,NC-17,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,163.34321423494785
521,LIES TREATMENT,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,2006,1,,7,4.99,147,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,125.23038951593574
522,LIFE TWISTED,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,2006,1,,4,2.99,137,9.99,NC-17,"Commentaries,Deleted Scenes",2021-03-06 15:52:04,154.48090446813566
523,LIGHTS DEER,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,2006,1,,7,0.99,174,21.99,R,Commentaries,2021-03-06 15:52:04,160.92420888163983
524,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,,6,0.99,50,13.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:04,150.21535400723826
525,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,1,,4,0.99,140,29.99,R,Deleted Scenes,2021-03-06 15:52:04,87.40567024886747
526,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2006,1,,7,2.99,120,10.99,R,"Trailers,Commentaries",2021-03-06 15:52:04,154.8146887192044
527,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,1,,4,4.99,85,24.99,PG,"Trailers,Commentaries",2021-03-06 15:52:04,216.37593118191728
528,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,1,,4,2.99,155,25.99,NC-17,"Trailers,Deleted Scenes",2021-03-06 15:52:04,139.19882193729052
529,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,1,,3,2.99,67,12.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,128.15768706434037
530,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,1,,5,2.99,108,27.99,PG-13,Trailers,2021-03-06 15:52:04,161.20045679134194
531,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,1,,3,0.99,137,18.99,R,"Trailers,Commentaries",2021-03-06 15:52:04,159.37134631399715
532,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,1,,5,4.99,80,28.99,PG,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:04,185.78205496249245
533,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,1,,4,2.99,98,21.99,PG-13,Deleted Scenes,2021-03-06 15:52:04,112.26395532273337
534,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,1,,5,0.99,70,18.99,PG-13,Trailers,2021-03-06 15:52:04,171.94140757724978
535,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,1,,6,0.99,181,21.99,R,"Trailers,Behind the Scenes",2021-03-06 15:52:04,167.7126618375439
536,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,1,,3,2.99,65,18.99,PG,"Trailers,Behind the Scenes",2021-03-06 15:52:04,145.73560389178363
537,LOVER TRUMAN,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2006,1,,3,2.99,75,29.99,G,Trailers,2021-03-06 15:52:04,160.1606195376507
538,LOVERBOY ATTACKS,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,2006,1,,7,0.99,162,19.99,PG-13,"Trailers,Behind the Scenes",2021-03-06 15:52:05,180.88372444795073
539,LUCK OPUS,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,2006,1,,7,2.99,152,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,176.16946140085352
540,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,2006,1,,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,115.70942063778814
541,LUKE MUMMY,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,2006,1,,5,2.99,74,21.99,NC-17,"Trailers,Behind the Scenes",2021-03-06 15:52:05,174.60474560266454
542,LUST LOCK,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,2006,1,,3,2.99,52,28.99,G,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,148.05934184902446
543,MADIGAN DORADO,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,2006,1,,5,4.99,116,20.99,R,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,152.18622294046543
544,MADISON TRAP,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,2006,1,,4,2.99,147,11.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,152.19590973005083
545,MADNESS ATTACKS,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,2006,1,,4,0.99,178,14.99,PG-13,Trailers,2021-03-06 15:52:05,145.49271033605223
546,MADRE GABLES,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,2006,1,,7,2.99,98,27.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,185.75122491321196
547,MAGIC MALLRATS,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,2006,1,,3,0.99,117,19.99,PG,"Trailers,Commentaries",2021-03-06 15:52:05,147.48846120452365
548,MAGNIFICENT CHITTY,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,2006,1,,3,2.99,53,27.99,R,"Commentaries,Deleted Scenes",2021-03-06 15:52:05,116.41361614850494
549,MAGNOLIA FORRESTER,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,2006,1,,4,0.99,171,28.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,138.19410432090814
550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,2006,1,,6,2.99,74,22.99,NC-17,"Trailers,Commentaries",2021-03-06 15:52:05,155.36084150431427
551,MAIDEN HOME,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,2006,1,,3,4.99,138,9.99,PG,Behind the Scenes,2021-03-06 15:52:05,186.87644352891152
552,MAJESTIC FLOATS,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,2006,1,,5,0.99,130,15.99,PG,Trailers,2021-03-06 15:52:05,168.092840548465
553,MAKER GABLES,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,2006,1,,4,0.99,136,12.99,PG-13,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,124.48394163758869
554,MALKOVICH PET,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,2006,1,,6,2.99,159,22.99,G,Behind the Scenes,2021-03-06 15:52:05,224.55569750036673
555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,2006,1,,4,0.99,133,25.99,PG,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,157.94325932933938
556,MALTESE HOPE,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,2006,1,,6,4.99,127,26.99,PG-13,Behind the Scenes,2021-03-06 15:52:05,188.26172213997043
557,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,1,,5,2.99,177,27.99,PG,"Trailers,Commentaries",2021-03-06 15:52:05,145.4485669926831
558,MANNEQUIN WORST,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,2006,1,,3,2.99,71,18.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,166.00077734116348
559,MARRIED GO,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,2006,1,,7,2.99,114,22.99,G,Behind the Scenes,2021-03-06 15:52:05,175.18405513555214
560,MARS ROMAN,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,2006,1,,6,0.99,62,21.99,NC-17,"Commentaries,Deleted Scenes",2021-03-06 15:52:05,186.5458413526277
561,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,2006,1,,6,2.99,123,26.99,NC-17,"Commentaries,Deleted Scenes",2021-03-06 15:52:05,181.72104916134674
562,MASKED BUBBLE,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,2006,1,,6,0.99,151,12.99,PG-13,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,176.16591000218935
563,MASSACRE USUAL,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,2006,1,,6,4.99,165,16.99,R,Commentaries,2021-03-06 15:52:05,140.54739806417675
564,MASSAGE IMAGE,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,2006,1,,4,2.99,161,11.99,PG,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,132.84761874131814
565,MATRIX SNOWMAN,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,2006,1,,6,4.99,56,9.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,159.97822530972593
566,MAUDE MOD,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,2006,1,,6,0.99,72,20.99,R,"Trailers,Behind the Scenes",2021-03-06 15:52:05,177.99384217023209
567,MEET CHOCOLATE,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,2006,1,,3,2.99,80,26.99,G,Trailers,2021-03-06 15:52:05,143.31837897670178
568,MEMENTO ZOOLANDER,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,2006,1,,4,4.99,77,11.99,NC-17,Behind the Scenes,2021-03-06 15:52:05,181.9551589714316
569,MENAGERIE RUSHMORE,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,2006,1,,7,2.99,147,18.99,G,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,193.57850236458538
570,MERMAID INSECTS,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,2006,1,,5,4.99,104,20.99,NC-17,"Trailers,Behind the Scenes",2021-03-06 15:52:05,122.5103724277974
571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,2006,1,,6,2.99,161,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,124.8923788861116
572,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,1,,4,2.99,64,9.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,145.7887482328399
573,MICROCOSMOS PARADISE,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,2006,1,,6,2.99,105,22.99,PG-13,Commentaries,2021-03-06 15:52:05,159.2283800456759
574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,1,,3,0.99,86,19.99,G,"Trailers,Deleted Scenes",2021-03-06 15:52:05,134.26298958698848
575,MIDSUMMER GROUNDHOG,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,2006,1,,3,4.99,48,27.99,G,"Trailers,Deleted Scenes",2021-03-06 15:52:05,190.56608036601432
576,MIGHTY LUCK,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,2006,1,,7,2.99,122,13.99,PG,Behind the Scenes,2021-03-06 15:52:05,162.72200584555353
577,MILE MULAN,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,2006,1,,4,0.99,64,10.99,PG,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,151.1834114472222
578,MILLION ACE,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,2006,1,,4,4.99,142,16.99,PG-13,Deleted Scenes,2021-03-06 15:52:05,106.92271428394417
579,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,2006,1,,3,4.99,149,22.99,PG-13,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,110.52552550717479
580,MINE TITANS,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,2006,1,,3,4.99,166,12.99,PG-13,"Trailers,Deleted Scenes",2021-03-06 15:52:05,158.4302775084542
581,MINORITY KISS,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,2006,1,,4,0.99,59,16.99,G,Trailers,2021-03-06 15:52:05,86.02213121535492
582,MIRACLE VIRTUAL,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,2006,1,,3,2.99,162,19.99,PG-13,"Trailers,Deleted Scenes",2021-03-06 15:52:05,180.37912228932214
583,MISSION ZOOLANDER,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,2006,1,,3,4.99,164,26.99,PG-13,Behind the Scenes,2021-03-06 15:52:05,145.2553846688304
584,MIXED DOORS,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,2006,1,,6,2.99,180,26.99,PG-13,Behind the Scenes,2021-03-06 15:52:05,247.29278908784198
585,MOB DUFFEL,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,2006,1,,4,0.99,105,25.99,G,Trailers,2021-03-06 15:52:05,219.2374875184833
586,MOCKINGBIRD HOLLYWOOD,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,2006,1,,4,0.99,60,27.99,PG,Behind the Scenes,2021-03-06 15:52:05,144.5565279225745
587,MOD SECRETARY,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,2006,1,,6,4.99,77,20.99,NC-17,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,146.80988992406054
588,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,1,,4,4.99,175,11.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,179.8674454200609
589,MODERN DORADO,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,2006,1,,3,0.99,74,20.99,PG,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,201.09517829754114
590,MONEY HAROLD,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,1,,3,2.99,135,17.99,PG,"Trailers,Commentaries",2021-03-06 15:52:05,100.85912827691949
591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,1,,6,4.99,182,20.99,PG,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,96.4087360393594
592,MONSTER SPARTACUS,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,2006,1,,6,2.99,107,28.99,PG,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,131.33895583336854
593,MONTEREY LABYRINTH,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,2006,1,,6,0.99,158,13.99,G,"Trailers,Commentaries",2021-03-06 15:52:05,167.48212749521593
594,MONTEZUMA COMMAND,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,2006,1,,6,0.99,126,22.99,NC-17,Trailers,2021-03-06 15:52:05,164.9062077152279
595,MOON BUNCH,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,2006,1,,7,0.99,83,20.99,PG,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,182.0931436495155
596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,2006,1,,4,4.99,171,25.99,PG-13,Behind the Scenes,2021-03-06 15:52:05,114.00907414904076
597,MOONWALKER FOOL,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,1,,5,4.99,184,12.99,G,"Trailers,Deleted Scenes",2021-03-06 15:52:05,80.5156841109337
598,MOSQUITO ARMAGEDDON,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,2006,1,,6,0.99,57,22.99,G,Trailers,2021-03-06 15:52:05,175.74042585906437
599,MOTHER OLEANDER,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,2006,1,,3,0.99,103,20.99,R,"Trailers,Commentaries",2021-03-06 15:52:05,125.15411181104297
600,MOTIONS DETAILS,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,2006,1,,5,0.99,166,16.99,PG,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,89.44536406834087
601,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,1,,4,0.99,79,20.99,PG-13,Trailers,2021-03-06 15:52:05,154.35191237878144
602,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,173.7952706465603
603,MOVIE SHAKESPEARE,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,1,,6,4.99,53,27.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,146.3382860363617
604,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,1,,4,0.99,160,10.99,G,Behind the Scenes,2021-03-06 15:52:05,136.26454841452534
605,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,145.2191330356228
606,MUMMY CREATURES,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,2006,1,,3,0.99,160,15.99,NC-17,"Trailers,Behind the Scenes",2021-03-06 15:52:05,138.8825171279765
607,MUPPET MILE,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,2006,1,,5,4.99,50,18.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:05,109.55858664179499
608,MURDER ANTITRUST,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,2006,1,,6,2.99,166,11.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,128.55957969028705
609,MUSCLE BRIGHT,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,1,,7,2.99,185,23.99,G,Deleted Scenes,2021-03-06 15:52:05,165.63839715041445
610,MUSIC BOONDOCK,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,2006,1,,7,0.99,129,17.99,R,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,159.65035624129501
611,MUSKETEERS WAIT,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,2006,1,,7,4.99,73,17.99,PG,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,155.0417941790046
612,MUSSOLINI SPOILERS,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,2006,1,,6,2.99,180,10.99,G,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,120.14554554439862
613,MYSTIC TRUMAN,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,2006,1,,5,0.99,92,19.99,NC-17,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,144.55490513593
614,NAME DETECTIVE,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,2006,1,,5,4.99,178,11.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,84.68804860671436
615,NASH CHOCOLAT,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,2006,1,,6,2.99,180,21.99,PG-13,"Commentaries,Behind the Scenes",2021-03-06 15:52:05,155.3542999165617
616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,2006,1,,4,2.99,92,19.99,NC-17,Trailers,2021-03-06 15:52:05,192.865731234407
617,NATURAL STOCK,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,2006,1,,4,0.99,50,24.99,PG-13,"Commentaries,Deleted Scenes",2021-03-06 15:52:05,105.77603603873683
618,NECKLACE OUTBREAK,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,,3,0.99,132,21.99,PG,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:05,132.42216980046734
619,NEIGHBORS CHARADE,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,2006,1,,3,0.99,161,20.99,R,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,159.8732033613039
620,NEMO CAMPUS,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,2006,1,,5,2.99,131,23.99,NC-17,Trailers,2021-03-06 15:52:05,187.58527903282453
621,NETWORK PEAK,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,1,,5,2.99,75,23.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,136.55326151099553
622,NEWSIES STORY,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,2006,1,,4,0.99,159,25.99,G,"Trailers,Deleted Scenes",2021-03-06 15:52:05,129.2324901220231
623,NEWTON LABYRINTH,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,2006,1,,4,0.99,75,9.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,90.9323057275175
624,NIGHTMARE CHILL,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,2006,1,,3,4.99,149,25.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,153.1031438792432
625,NONE SPIKING,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,1,,3,0.99,83,18.99,NC-17,"Trailers,Commentaries",2021-03-06 15:52:05,211.26228120431233
626,NOON PAPI,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,1,,5,2.99,57,12.99,G,Behind the Scenes,2021-03-06 15:52:05,158.32075385894026
627,NORTH TEQUILA,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,2006,1,,4,4.99,67,9.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:05,149.3316306244886
628,NORTHWEST POLISH,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,2006,1,,5,2.99,172,24.99,PG,Trailers,2021-03-06 15:52:05,159.66246932300956
629,NOTORIOUS REUNION,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,2006,1,,7,0.99,128,9.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,149.66723988154195
630,NOTTING SPEAKEASY,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,2006,1,,7,0.99,48,19.99,PG-13,"Trailers,Commentaries",2021-03-06 15:52:05,125.6095688321961
631,NOVOCAINE FLIGHT,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,1,,4,0.99,64,11.99,G,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:05,174.69839747033117
632,NUTS TIES,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,2006,1,,5,4.99,145,10.99,NC-17,"Trailers,Behind the Scenes",2021-03-06 15:52:05,156.77284569335262
